feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Herpesvirales.f__Herpesviridae.g__Roseolovirus.s__Human_betaherpesvirus_7	Hemoglobin	Hemoglobin	0.346410289160386	0.197972826421896	246	50	0.081591997774439	0.33638806099988
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_pseudogenitalium	Poryphyrins	Poryphyrins	0.269379849987741	0.157889969261057	246	64	0.0893159783357318	0.35701849442038
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Micrococcus.s__Micrococcus_luteus	Lightening	Lightening	-0.503577107972078	0.297093571707712	246	53	0.0914590857291389	0.35701849442038
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_aeria	Poryphyrins	Poryphyrins	0.414358641827803	0.24319705341996	246	57	0.0897437121664509	0.35701849442038
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_acnes	Poryphyrins	Poryphyrins	0.0826003663328274	0.0489076173288695	246	246	0.0925741658155698	0.35701849442038
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_granulosum	Spot	Spot	0.685058067863413	0.402918972689669	246	206	0.091063464955497	0.35701849442038
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_epidermidis	Hemoglobin	Hemoglobin	0.27171194787617	0.15919300526358	246	239	0.0892064552253524	0.35701849442038
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_parvula	UVspot	UVspot	0.576546573232663	0.341487645187574	246	72	0.0926728857857157	0.35701849442038
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Rhodospirillales_unclassified.g__Enhydrobacter.s__Enhydrobacter_aerosaccus	UVspot	UVspot	0.982442393243671	0.572907737096975	246	175	0.087716911399322	0.35701849442038
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_johnsonii	UVspot	UVspot	0.849566203593989	0.517139991212152	246	155	0.101902184984674	0.38624215276449
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Herpesvirales.f__Herpesviridae.g__Roseolovirus.s__Human_betaherpesvirus_7	Pore	Pore	-0.499625090479277	0.303413541483802	246	50	0.101359765759648	0.38624215276449
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_durum	UVspot	UVspot	0.500792351731024	0.306201193669281	246	51	0.103343090141427	0.388570018931766
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_lwoffii	Pore	Pore	-0.584497580402696	0.358406541558071	246	58	0.104370014115288	0.389316719318931
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_avidum	UVspot	UVspot	-0.651725213873974	0.401464416531511	246	52	0.10587613111595	0.391825052161391
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Neisseria.s__Neisseria_flavescens	UVspot	UVspot	0.729489267112127	0.452593191173057	246	78	0.108417507571329	0.393059485473849
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Herpesvirales.f__Herpesviridae.g__Macavirus.s__Alcelaphine_gammaherpesvirus_1	Hemoglobin	Hemoglobin	-0.420186351346455	0.260367882051061	246	191	0.107908869463198	0.393059485473849
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Viruses_unclassified.f__Papillomaviridae.g__Betapapillomavirus.s__Betapapillomavirus_1	Hemoglobin	Hemoglobin	-0.390644120474227	0.242618226885192	246	54	0.108718581088511	0.393059485473849
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified.g__Gemella.s__Gemella_haemolysans	Lightening	Lightening	-0.328145120088044	0.205899223464401	246	58	0.11237310633619	0.401738169154075
k__Eukaryota.p__Basidiomycota.c__Malasseziomycetes.o__Malasseziales.f__Malasseziaceae.g__Malassezia.s__Malassezia_restricta	Pore	Pore	0.477058534852116	0.299722002104079	246	240	0.112828592187953	0.401738169154075
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_oralis	Lightening	Lightening	-0.489633242149625	0.308913747891212	246	112	0.114377282907229	0.404190398243589
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_granulosum	Lightening	Lightening	-0.421860149169589	0.267008272388109	246	206	0.115488883986485	0.40507295129588
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_johnsonii	Melanin	Melanin	0.525681009399155	0.334425848179438	246	155	0.117323549212307	0.406637483953122
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Herpesvirales.f__Herpesviridae.g__Roseolovirus.s__Human_betaherpesvirus_7	Lightening	Lightening	-0.40525301730464	0.2580535685596	246	50	0.117665314505584	0.406637483953122
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_epidermidis	Lightening	Lightening	-0.318214719218671	0.204614891464188	246	239	0.121251875137299	0.414284755194027
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Myoviridae.g__P1virus.s__Escherichia_virus_P1	Melanin	Melanin	0.390239134614168	0.251194302177777	246	110	0.121641055780374	0.414284755194027
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_aeria	Lightening	Lightening	-0.499819814658316	0.32364005005793	246	57	0.123852442819767	0.41630568256194
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_lwoffii	Wrinkle	Wrinkle	-0.422957230621914	0.273972940745663	246	58	0.124005947997174	0.41630568256194
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_lwoffii	Grease	Grease	0.343503451815025	0.223225451875793	246	58	0.125215655468331	0.417385518227771
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_johnsonii	Hemoglobin	Hemoglobin	0.535118847405108	0.34889119426396	246	155	0.126442015913048	0.418342908192041
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Moraxella.s__Moraxella_osloensis	Grease	Grease	-0.500494661718727	0.327047793561237	246	205	0.127288097058464	0.418342908192041
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Microbacterium_phage_Min1	Wrinkle	Wrinkle	-0.356628443117747	0.233588248407367	246	93	0.128173146339689	0.418342908192041
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_mucilaginosa	UVspot	UVspot	0.775146004589203	0.50936700906176	246	76	0.129487488285932	0.419718065478539
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_pseudogenitalium	UVspot	UVspot	0.357172485337562	0.23629723559968	246	64	0.13225509281365	0.422856419200105
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_dentocariosa	Grease	Grease	-0.343954557619888	0.227262695619325	246	55	0.131521295930711	0.422856419200105
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Rhodospirillales_unclassified.g__Enhydrobacter.s__Enhydrobacter_aerosaccus	Grease	Grease	-0.558343435161753	0.371250976836966	246	175	0.133939582763881	0.424079587468802
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Ralstonia.s__Ralstonia_sp_MD27	Texture	Texture	-0.435790907033878	0.290553302953441	246	88	0.134992276469678	0.424079587468802
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Myoviridae.g__P1virus.s__Escherichia_virus_P1	Spot	Spot	-0.755086227596189	0.50389352762359	246	110	0.135344549192171	0.424079587468802
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_oris	Wrinkle	Wrinkle	-0.385347660829608	0.257842003340158	246	79	0.136392620757233	0.424096699038057
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_johnsonii	Grease	Grease	-0.505695780878115	0.339016694659325	246	155	0.137154677135712	0.424096699038057
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Neisseria.s__Neisseria_sicca	UVspot	UVspot	0.416312992643544	0.280856042465172	246	60	0.139602563049516	0.42884447472727
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_matruchotii	Pore	Pore	0.586922960841649	0.400712041008787	246	70	0.144362260205446	0.430195719444921
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_acnes	Grease	Grease	0.0727157851638875	0.0492749150949983	246	246	0.141487241201675	0.430195719444921
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Propionibacterium_namnetense	Texture	Texture	-0.359124584474652	0.245558560464232	246	124	0.144951416551036	0.430195719444921
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_epidermidis	UVspot	UVspot	0.340875947067098	0.234397010037412	246	239	0.14736491666092	0.430195719444921
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Finegoldia.s__Finegoldia_magna	Wrinkle	Wrinkle	0.519020177904293	0.355662506254378	246	77	0.145830048524448	0.430195719444921
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus.s__Haemophilus_parainfluenzae	Spot	Spot	-0.758082378656997	0.518348798541674	246	98	0.144986937224134	0.430195719444921
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Microbacterium_phage_Min1	UVspot	UVspot	0.426957363364208	0.291700435451152	246	93	0.144685236896406	0.430195719444921
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Herpesvirales.f__Herpesviridae.g__Macavirus.s__Alcelaphine_gammaherpesvirus_1	UVspot	UVspot	-0.545588623876432	0.37506490757278	246	191	0.147100211256972	0.430195719444921
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_epidermidis	Wrinkle	Wrinkle	-0.274353297316774	0.189535722483712	246	239	0.14914819650301	0.432713903434658
k__Eukaryota.p__Basidiomycota.c__Malasseziomycetes.o__Malasseziales.f__Malasseziaceae.g__Malassezia.s__Malassezia_globosa	Spot	Spot	-0.815446913286294	0.565900975371442	246	119	0.151113694219167	0.435726602963242
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_pseudogenitalium	Melanin	Melanin	-0.225339176304446	0.15710500133291	246	64	0.152823215598272	0.437968971531632
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_capitis	UVspot	UVspot	0.620295277082161	0.439786407645017	246	204	0.159930344323809	0.455559162619334
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_lwoffii	Spot	Spot	-0.649728241252185	0.464909066429524	246	58	0.163629733029499	0.460514817508171
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Moraxella.s__Moraxella_osloensis	Hemoglobin	Hemoglobin	-0.469892438565174	0.336201174138723	246	205	0.163545039294138	0.460514817508171
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_oralis	Spot	Spot	-0.702468586930312	0.505132676051395	246	112	0.165644863496169	0.461579280237522
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_parvula	Poryphyrins	Poryphyrins	0.295373134555278	0.212521547136694	246	72	0.165972124170513	0.461579280237522
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_granulosum	Wrinkle	Wrinkle	0.329430085583293	0.238066514870071	246	206	0.168459791375387	0.463018140037614
k__Eukaryota.p__Basidiomycota.c__Malasseziomycetes.o__Malasseziales.f__Malasseziaceae.g__Malassezia.s__Malassezia_restricta	Melanin	Melanin	-0.249339318102966	0.180138918634938	246	240	0.16765409584199	0.463018140037614
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Ralstonia.s__Ralstonia_pickettii	Pore	Pore	0.698551518523276	0.50719882824575	246	113	0.170050481227209	0.464672826609234
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_avidum	Grease	Grease	-0.35271678478571	0.25978892509648	246	52	0.175866598297339	0.477787868206644
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_melaninogenica	Texture	Texture	-0.371560734585427	0.277476708308873	246	62	0.181849198891954	0.487958818168464
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Paracoccus.s__Paracoccus_sphaerophysae	Grease	Grease	-0.354795557218048	0.26724271961857	246	76	0.18561848942445	0.487958818168464
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Paracoccus.s__Paracoccus_sphaerophysae	UVspot	UVspot	0.551663715181821	0.415799656378422	246	76	0.185879881636849	0.487958818168464
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Lautropia.s__Lautropia_mirabilis	UVspot	UVspot	0.513321050784158	0.388653248087961	246	53	0.187977643698654	0.487958818168464
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Ralstonia.s__Ralstonia_pickettii	Melanin	Melanin	0.427484188786444	0.320036892889204	246	113	0.182942840290559	0.487958818168464
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_johnsonii	Poryphyrins	Poryphyrins	-0.442535744642927	0.335010734919117	246	155	0.187812793436185	0.487958818168464
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Microbacterium_phage_Min1	Pore	Pore	-0.412558136792026	0.307399330482072	246	93	0.180929686996127	0.487958818168464
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Herpesvirales.f__Herpesviridae.g__Macavirus.s__Alcelaphine_gammaherpesvirus_1	Spot	Spot	0.679010933242584	0.513352877992388	246	191	0.187221477564668	0.487958818168464
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Ortervirales.f__Retroviridae.g__Retroviridae_unclassified.s__Human_endogenous_retrovirus_K	Poryphyrins	Poryphyrins	-0.209411049229779	0.158940973399768	246	246	0.188954265758852	0.487958818168464
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Herpesvirales.f__Herpesviridae.g__Roseolovirus.s__Human_betaherpesvirus_7	Poryphyrins	Poryphyrins	0.253612833644488	0.19323117166494	246	50	0.190657931494024	0.489667911487385
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_acnes	Lightening	Lightening	0.0844496473234553	0.0650822089093511	246	246	0.195727342257662	0.494579843339252
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus.s__Haemophilus_parainfluenzae	Lightening	Lightening	-0.421293616537141	0.324143418839748	246	98	0.195004327956681	0.494579843339252
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Myoviridae.g__P1virus.s__Escherichia_virus_P1	Hemoglobin	Hemoglobin	0.332050035726729	0.255570186106051	246	110	0.195130726905068	0.494579843339252
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Kocuria.s__Kocuria_palustris	Melanin	Melanin	0.344239801761985	0.266262361605026	246	60	0.197343897482625	0.495998031106062
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Neisseria.s__Neisseria_sicca	Lightening	Lightening	-0.294278371380798	0.23110149295236	246	60	0.204240268548221	0.510600671370552
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Rhodospirillales_unclassified.g__Enhydrobacter.s__Enhydrobacter_aerosaccus	Melanin	Melanin	0.460342227819227	0.363549714354575	246	175	0.206700704636353	0.512438620621161
k__Eukaryota.p__Basidiomycota.c__Malasseziomycetes.o__Malasseziales.f__Malasseziaceae.g__Malassezia.s__Malassezia_restricta	Texture	Texture	-0.246440694900479	0.194828041577186	246	240	0.207156038123448	0.512438620621161
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_mucilaginosa	Poryphyrins	Poryphyrins	0.412605445029299	0.328202009361959	246	76	0.209955171130742	0.51664361482434
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_acnes	Wrinkle	Wrinkle	-0.0756174178474911	0.0604773696224645	246	246	0.212536138257884	0.52018551423004
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_parvus	Poryphyrins	Poryphyrins	0.249612958310915	0.200124600876802	246	53	0.213608094141272	0.52018551423004
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_matruchotii	Lightening	Lightening	-0.392693571752174	0.319316486303841	246	70	0.220052216374916	0.522284482051795
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_aeria	Pore	Pore	-0.480301075649503	0.392386323113164	246	57	0.222288815044821	0.522284482051795
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_granulosum	Hemoglobin	Hemoglobin	-0.251256813182873	0.202878247085255	246	206	0.217014953701503	0.522284482051795
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Propionibacterium_namnetense	Melanin	Melanin	-0.276193289987516	0.226209562494673	246	124	0.223359959345555	0.522284482051795
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae.g__Brevundimonas.s__Brevundimonas_vesicularis	Grease	Grease	-0.25524622021619	0.206350019219754	246	63	0.217350446040999	0.522284482051795
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae.g__Brevundimonas.s__Brevundimonas_vesicularis	Melanin	Melanin	0.249073450613961	0.201679706928576	246	63	0.218101606345626	0.522284482051795
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Paracoccus.s__Paracoccus_sphaerophysae	Spot	Spot	-0.691318572222396	0.565567852685739	246	76	0.222802762293202	0.522284482051795
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Viruses_unclassified.f__Papillomaviridae.g__Betapapillomavirus.s__Betapapillomavirus_1	Spot	Spot	-0.608040390099263	0.496078352483974	246	54	0.221553749036494	0.522284482051795
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_oris	Spot	Spot	-0.533725596012496	0.442516274026956	246	79	0.2289924026574	0.527580535534205
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_avidum	Melanin	Melanin	-0.307353211250597	0.254242531998271	246	52	0.227949649257828	0.527580535534205
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Ralstonia.s__Ralstonia_sp_MD27	Spot	Spot	-0.696805628822942	0.577213148877251	246	88	0.228583779153435	0.527580535534205
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Paracoccus.s__Paracoccus_sphaerophysae	Hemoglobin	Hemoglobin	0.330319953055593	0.274766660308746	246	76	0.230523037956565	0.528516233363833
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_matruchotii	Melanin	Melanin	0.285578534135601	0.240731391511205	246	70	0.236729303314423	0.532814020056989
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Micrococcus.s__Micrococcus_luteus	Texture	Texture	-0.286884769646782	0.243685340546584	246	53	0.240282763152253	0.532814020056989
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_avidum	Pore	Pore	0.499585646609519	0.423183305181387	246	52	0.23900417077555	0.532814020056989
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified.g__Gemella.s__Gemella_haemolysans	Poryphyrins	Poryphyrins	-0.184948926773704	0.154911827276235	246	58	0.233745108562341	0.532814020056989
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_epidermidis	Texture	Texture	0.1932795852245	0.163908098034025	246	239	0.239525023973884	0.532814020056989
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_junii	Melanin	Melanin	0.282817628992238	0.240258900741726	246	66	0.240333132451238	0.532814020056989
k__Eukaryota.p__Basidiomycota.c__Malasseziomycetes.o__Malasseziales.f__Malasseziaceae.g__Malassezia.s__Malassezia_globosa	Texture	Texture	-0.343760712406144	0.290331446787777	246	119	0.237622619254748	0.532814020056989
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified.g__Gemella.s__Gemella_haemolysans	Melanin	Melanin	-0.180866757902683	0.154991631262565	246	58	0.244425844344712	0.539343412403823
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_durum	Texture	Texture	-0.245507189404201	0.211158681687915	246	51	0.246144797543274	0.540598387127751
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus.s__Haemophilus_parainfluenzae	Pore	Pore	0.461398530880512	0.400459621393085	246	98	0.250492887630912	0.545462534784229
k__Eukaryota.p__Basidiomycota.c__Malasseziomycetes.o__Malasseziales.f__Malasseziaceae.g__Malassezia.s__Malassezia_restricta	Spot	Spot	-0.445785620688809	0.387112965327738	246	240	0.250680654283816	0.545462534784229
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Myoviridae.g__P1virus.s__Escherichia_virus_P1	Pore	Pore	0.438395799770582	0.385412890325226	246	110	0.25650006823373	0.555553143179047
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_avidum	Wrinkle	Wrinkle	-0.358059387160021	0.318982228584097	246	52	0.26279738083129	0.562174121381675
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_epidermidis	Spot	Spot	-0.360107135178449	0.320986231487996	246	239	0.263145333412699	0.562174121381675
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_mitis	Melanin	Melanin	0.322617945885156	0.286431415646758	246	163	0.261195392848183	0.562174121381675
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_avidum	Hemoglobin	Hemoglobin	0.298097233654691	0.267051482631847	246	52	0.265459700673373	0.564552304599482
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Ralstonia.s__Ralstonia_sp_MD27	Pore	Pore	0.49461466275351	0.446879038814184	246	88	0.26952493351064	0.570615850225229
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_aeria	Melanin	Melanin	0.266352215902297	0.242506476471922	246	57	0.273184304644508	0.575769610685734
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_accolens	Grease	Grease	0.305532621699814	0.281059519469441	246	170	0.278117730243782	0.577102508188072
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_aeria	Hemoglobin	Hemoglobin	-0.275812552914314	0.252341448754914	246	57	0.275524239306878	0.577102508188072
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_parvula	Texture	Texture	0.253490797706316	0.232298488413519	246	72	0.276302123242191	0.577102508188072
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_junii	Pore	Pore	0.424831941187816	0.391214201364276	246	66	0.278728232678069	0.577102508188072
