M00535	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	K09011 K01703 K01704 K00052
M00537	Xylene degradation, xylene => methylbenzoate	K15757 K15758 K00055 K00141
M00538	Toluene degradation, toluene => benzoate	K15760 K15761 K15762 K15763 K15764 K15765 K00055 K00141
M00539	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	K10619 K16303 K16304 K18227 K10620 K10621 K10622 K10623
M00540	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA	K04116 K04117 K07534 K07535 K07536
M00541	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	K04112 K04113 K04114 K04115 K19515 K19516 K07537 K07538 K07539
M00542	EHEC/EPEC pathogenicity signature, T3SS and effectors	K03221 K03219 K03222 K03226 K03227 K03228 K03229 K03230 K03224 K03225 K12784 K12787 K12785 K12786 K12788 K16041 K16042
M00543	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate	K08689 K15750 K18087 K18088 K08690 K00462 K10222
M00544	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate	K15751 K15752 K15753 K15754 K15755 K15756
M00545	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	K05708 K05709 K05710 K00529 K05711 K05712 K05713 K05714 K02554 K01666 K04073
M00546	Purine degradation, xanthine => urea	K00106 K00087 K13479 K13480 K13481 K13482 K11177 K11178 K13483 K00365 K16838 K16839 K22879 K13484 K07127 K13485 K16838 K16840 K01466 K16842 K01477
M00547	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol	K03268 K16268 K18089 K18090 K16269
M00548	Benzene degradation, benzene => catechol	K16249 K16243 K16244 K16242 K16245 K16246
M00549	Nucleotide sugar biosynthesis, glucose => UDP-glucose	K00844 K00845 K25026 K12407 K00886 K01835 K15779 K15778 K00963 K12447
M00550	Ascorbate degradation, ascorbate => D-xylulose-5P	K02821 K02822 K03475 K03476 K03078 K03079 K03077
M00551	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	K05549 K05550 K05784 K05783
M00552	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	K01684 K00883 K01631 K00134 K00927
M00554	Nucleotide sugar biosynthesis, galactose => UDP-galactose	K00849 K00965
M00555	Betaine biosynthesis, choline => betaine	K17755 K00108 K11440 K00499 K00130 K14085
M00563	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	K14082 K16177 K16176 K16179 K16178 K14084 K14083 K00399 K00401 K00402 K22480 K22481 K22482 K03388 K03389 K03390 K08264 K08265 K03388 K03389 K03390 K14127 K14126 K14128 K22516 K00125
M00564	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	K15842 K12086 K12087 K12088 K12089 K12090 K03196 K12091 K12092 K12093 K12094 K12095 K12096 K12097 K12098 K12099 K12100 K12101 K12102 K12103 K12104 K12105 K12106 K12107 K12108 K12109 K12110
M00565	Trehalose biosynthesis, D-glucose 1P => trehalose	K00975 K00703 K00700 K16149 K01214 K06044 K01236
M00567	Methanogenesis, CO2 => methane	K00200 K00201 K00202 K00203 K11261 K00205 K11260 K00204 K00672 K01499 K00319 K13942 K00320 K00577 K00578 K00579 K00580 K00581 K00582 K00583 K00584 K00399 K00401 K00402 K22480 K22481 K22482 K03388 K03389 K03390 K08264 K08265 K03388 K03389 K03390 K14127 K14126 K14128 K22516 K00125
M00568	Catechol ortho-cleavage, catechol => 3-oxoadipate	K03381 K01856 K03464 K01055 K14727
M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	K00446 K07104 K10217 K01821 K01617 K10216 K18364 K02554 K18365 K01666 K18366 K04073
M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	K17989 K01754 K01652 K01653 K11258 K00053 K01687 K00826
M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	K02169 K00647 K09458 K00059 K02372 K00208 K02170 K09789 K19560 K19561
M00573	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin	K16593 K00652 K19563 K01935 K01012
M00574	Pertussis pathogenicity signature, pertussis toxin	K11023 K11024 K11025 K11026 K11027
M00575	Pertussis pathogenicity signature, T1SS	K22944 K11004 K07389 K11003 K12340
M00576	ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins	K10928 K10929 K16883 K16884
M00577	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin	K01906 K00652 K00833 K19563 K01935 K01012
M00579	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	K00625 K13788 K15024 K00925
M00580	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	K08094 K08093 K13812 K13831 K01807
M00595	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	K17222 K17223 K17224 K17225 K22622 K17226 K17227
M00596	Dissimilatory sulfate reduction, sulfate => H2S	K00958 K00394 K00395 K11180 K11181
M00597	Anoxygenic photosystem II	K08928 K08929
M00598	Anoxygenic photosystem I	K08940 K08941 K08942 K08943
M00608	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate	K10977 K16792 K16793 K10978
M00609	Cysteine biosynthesis, methionine => cysteine	K00789 K17462 K01243 K07173 K17216 K17217
M00615	Nitrate assimilation	K02575 K15576 K15577 K15578 K15579
M00616	Sulfate-sulfur assimilation	K02048 K23163 K02046 K02047 K02045
M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	K00169 K00170 K00171 K00172 K01959 K01960 K00024 K01677 K01678 K18209 K18210 K01902 K01903 K00174 K00175 K00176 K00177
M00622	Nicotinate degradation, nicotinate => fumarate	K18029 K18030 K14974 K18028 K15357 K13995 K01799
M00623	Phthalate degradation, phthalate => protocatechuate	K18068 K18069 K18067 K04102
M00624	Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate	K18074 K18075 K18077 K18076
M00625	Methicillin resistance	K02547 K02546 K02545
M00627	beta-Lactam resistance, Bla system	K02172 K02171 K18766 K17836
M00630	D-Galacturonate degradation (fungi), D-galacturonate => glycerol	K18106 K19634 K18102 K18103 K18107
M00631	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	K01812 K00041 K01685 K16849 K16850 K00874 K01625 K17463
M00632	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	K01785 K00849 K00965 K01784
M00633	Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P	K05308 K18126 K11395 K00131 K18978
M00636	Phthalate degradation, phthalate => protocatechuate	K18251 K18252 K18253 K18254 K18255 K18256
M00637	Anthranilate degradation, anthranilate => catechol	K05599 K05600 K11311 K16319 K16320 K18248 K18249
M00638	Salicylate degradation, salicylate => gentisate	K18242 K18243 K14578 K14581
M00639	Multidrug resistance, efflux pump MexCD-OprJ	K18294 K18295 K18296 K08721
M00641	Multidrug resistance, efflux pump MexEF-OprN	K18297 K18298 K18299 K18300
M00642	Multidrug resistance, efflux pump MexJK-OprM	K18301 K18302 K18303 K18139
M00643	Multidrug resistance, efflux pump MexXY-OprM	K18129 K18094 K18095 K18139
M00649	Multidrug resistance, efflux pump AdeABC	K18143 K18144 K18145 K18146 K18147
M00651	Vancomycin resistance, D-Ala-D-Lac type	K18345 K18344 K07260 K18346 K18351 K18352 K18354 K18353 K18347 K15739 K08641
M00652	Vancomycin resistance, D-Ala-D-Ser type	K18350 K18349 K18348 K18856 K18866
M00660	Xanthomonas spp. pathogenicity signature, T3SS and effectors	K03222 K03226 K03227 K03228 K03229 K03230 K03224 K03225 K03223 K18374 K18376 K18373 K18375 K18377 K18378 K18379 K18380 K18381
M00661	Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline	K18385 K18386 K18387
M00664	Nodulation	K14658 K14659 K14666 K14657
M00672	Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin	K12743 K04126 K10852
M00673	Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C	K12743 K04126 K04127 K12744 K12745 K04128 K18062 K18063
M00674	Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate	K12673 K12674 K12675 K12676
M00675	Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate	K18317 K18316 K18315
M00696	Multidrug resistance, efflux pump AcrEF-TolC	K18140 K18141 K18142 K12340
M00697	Multidrug resistance, efflux pump MdtEF-TolC	K07690 K18898 K18899 K12340
M00698	Multidrug resistance, efflux pump BpeEF-OprC	K18900 K18901 K18902 K18903
M00700	Multidrug resistance, efflux pump AbcA	K18906 K18907 K18104
M00702	Multidrug resistance, efflux pump NorB	K18906 K18907 K08170
M00704	Tetracycline resistance, efflux pump Tet38	K18906 K08168
M00705	Multidrug resistance, efflux pump MepA	K18909 K18908
M00714	Multidrug resistance, efflux pump QacA	K18938 K08167
M00718	Multidrug resistance, efflux pump MexAB-OprM	K18131 K03585 K18138 K18139
M00725	Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon	K19077 K19078 K03367 K03739 K14188 K03740
M00726	Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF	K19077 K19078 K14205
M00730	Cationic antimicrobial peptide (CAMP) resistance, VraFG transporter	K19077 K19078 K19079 K19080
M00736	Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A	K19102 K19103 K05375 K19104 K19105 K19106
M00740	Methylaspartate cycle	K01647 K01681 K00031 K00261 K19268 K01846 K04835 K19280 K14449 K19281 K19282 K00024
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	K01965 K01966 K11263 K18472 K19312 K22568 K01964 K15036 K15037 K05606 K01847 K01848 K01849
M00744	Cationic antimicrobial peptide (CAMP) resistance, protease PgtE	K07637 K07660 K08477
M00745	Imipenem resistance, repression of porin OprD	K18072 K18073 K07644 K07665 K18297 K18093
M00746	Multidrug resistance, repression of porin OmpF	K13632 K18513 K09476
M00761	Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N	K10011 K07806 K10012 K13014
M00763	Ornithine biosynthesis, mediated by LysW, glutamate => ornithine	K05826 K19412 K05828 K05829 K05830 K05831
M00769	Multidrug resistance, efflux pump MexPQ-OpmE	K18304 K19591 K19595 K19594 K19593
M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin	K15988 K24555 K24556 K24557 K24558 K15989 K15990 K15992 K15991 K15993 K15994 K15995 K15996
M00774	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B	K10817 K24563 K24564 K14366 K14367 K14368 K15997 K14370 K14369
M00775	Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin	K16007 K24565 K24566 K16008 K16009 K13320 K16010
M00776	Pikromycin/methymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin	K16000 K16001 K16002 K16003 K16004 K16005 K16006
M00777	Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b	K14371 K24567 K24568 K24569 K14372 K14373 K14374 K14375
M00778	Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide	K05551 K05552 K05553 K12420 K05554 K14249 K15884 K15885 K05555 K14250 K15886
M00779	Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin	K05556 K14626 K14627 K14628 K14629 K14630 K14631 K14632
M00780	Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline	K14251 K14252 K14253 K14254 K14255 K14256 K21301
M00781	Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone	K15941 K15942 K15943 K15944
M00782	Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin	K15959 K15960 K15961 K15963 K15964 K15965 K15966 K15967
M00783	Tetracenomycin C/8-demethyltetracenomycin C biosynthesis, tetracenomycin F2 => tetracenomycin C/8-demethyltetracenomycin C	K15968 K15969 K15886 K15970 K15971 K15972
M00784	Elloramycin biosynthesis, 8-demethyltetracenomycin C => elloramycin A	K19566 K19567 K19568 K19569 K19570
M00785	Cycloserine biosynthesis, arginine/serine => cycloserine	K19741 K19723 K19726 K19725 K19724 K19727
M00786	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A	K18281 K14132 K17475 K18280 K17827 K17826 K14134 K17825 K18279
M00787	Bacilysin biosynthesis, prephenate => bacilysin	K19546 K19547 K19550 K19549 K19548 K13037
M00788	Terpentecin biosynthesis, GGAP => terpentecin	K19835 K19834
M00789	Rebeccamycin biosynthesis, tryptophan => rebeccamycin	K14266 K19884 K19885 K19886 K19887 K19888 K19889
M00790	Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin	K14266 K19981 K14257 K19982
M00793	dTDP-L-rhamnose biosynthesis	K00973 K01710 K01790 K00067 K23987
M00794	dTDP-6-deoxy-D-allose biosynthesis	K13312 K13313
M00795	dTDP-beta-L-noviose biosynthesis	K19855 K12710 K17625
M00796	dTDP-D-mycaminose biosynthesis	K19853 K19854 K13307
M00797	dTDP-D-desosamine biosynthesis	K13308 K13309 K13310 K16436 K13311 K13326
M00798	dTDP-L-mycarose biosynthesis	K16435 K13315 K13317 K13316 K16438 K13318
M00799	dTDP-L-oleandrose biosynthesis	K16435 K13315 K16438 K19856 K19857
M00800	dTDP-L-megosamine biosynthesis	K16435 K16436 K13326 K16438 K13322
M00801	dTDP-L-olivose biosynthesis	K16435 K13327 K19858 K13319
M00802	dTDP-D-forosamine biosynthesis	K16435 K13327 K13328 K13329 K13330
M00803	dTDP-D-angolosamine biosynthesis	K16435 K19859 K16436 K13332
M00804	Complete nitrification, comammox, ammonia => nitrite => nitrate	K10944 K10945 K10946 K10535 K00370 K00371
M00805	Staurosporine biosynthesis, tryptophan => staurosporine	K20075 K20076 K20077 K20078 K20079 K20080 K20081 K20082
M00808	Violacein biosynthesis, tryptophan => violacein	K20086 K20087 K20088 K20089 K20090
M00810	Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde	K19818 K19819 K19820 K19826 K19890 K19185 K19186 K19187 K19188 K20155
M00811	Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde	K20170 K20169 K20170 K20158 K19700 K20171 K20172 K15359 K18276
M00814	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose	K19969 K19979 K19974 K20424 K20425 K20426 K20427 K20430
M00815	Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A	K19969 K20431 K20432 K20433 K20434 K20435 K20436 K20437 K20438
M00819	Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone	K12250 K15907 K18056 K17747 K18091 K18057 K17476
M00823	Chlortetracycline biosynthesis, pretetramide => chlortetracycline	K14251 K14252 K14253 K14254 K14255 K14256 K21301 K14257 K21297
M00824	9-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 9-membered enediyne core	K15314 K21160 K21161 K21162 K21163 K21164 K21165 K21166 K21167
M00825	10-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 10-membered enediyne core	K15314 K21168 K21169 K21170 K21171 K21172 K21173 K21174
M00826	C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA	K20159 K21175 K20156 K21176 K21177 K21178 K21179
M00827	C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP	K21183 K21181 K21182 K16431 K21184 K21185
M00828	Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP	K21183 K21181 K21182 K21188
M00829	3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA	K15320 K21191 K21192
M00830	Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA	K20422 K20420 K20421 K20423
M00831	Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA	K21221 K21222 K21223 K21224 K21225
M00832	Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP	K21183 K21227 K21228 K16431 K21185
M00833	Calicheamicin biosynthesis, calicheamicinone => calicheamicin	K21254 K21255 K21256 K21257 K21258 K21259 K21260 K21261 K21262 K21263
M00834	Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP	K21254 K21255 K21256 K21257 K21258
M00835	Pyocyanine biosynthesis, chorismate => pyocyanine	K13063 K20261 K06998 K20260 K20262 K21103 K20940
M00836	Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430	K22011 K22012 K21610 K21611 K21612
M00837	Prodigiosin biosynthesis, L-proline => prodigiosin	K21780 K21781 K21782 K21783 K21784 K21785 K21786 K21428 K21778 K21779 K21787
M00838	Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin	K21780 K21781 K21782 K21783 K21784 K21785 K21786 K21791 K21792 K21793 K21787
M00840	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF	K14652 K22100 K01633 K13941 K22099 K00287
M00841	Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF	K01495 K22101 K13941 K11754 K13998
M00842	Tetrahydrobiopterin biosynthesis, GTP => BH4	K01495 K01737 K00072
M00843	L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4	K01495 K01737 K17745
M00844	Arginine biosynthesis, ornithine => arginine	K00611 K01940 K01755 K14681
M00845	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	K22478 K00145 K00821 K09065 K01438 K01940 K01755
M00846	Siroheme biosynthesis, glutamyl-tRNA => siroheme	K02492 K01845 K01698 K01749 K01719 K13542 K13543 K02302 K00589 K02303 K02496 K13542 K13543 K02304 K24866 K03794
M00847	Heme biosynthesis, archaea, siroheme => heme	K22225 K22226 K22227 K25033
M00848	Aurachin biosynthesis, anthranilate => aurachin A	K09460 K02078 K14245 K14246 K22798 K22799 K22800 K21272 K21271 K22801 K22802
M00849	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	K00626 K01641 K00021 K00054 K00869 K17942 K25517 K09128 K25518 K03186 K18689 K18690 K22813 K06981 K01823
M00850	Vibrio cholerae pathogenicity signature, cholera toxins	K10928 K10929 K10954 K10952 K10953 K10948 K11018
M00851	Carbapenem resistance	K18768 K18970 K19316 K22346 K18794 K19318 K18971 K18793 K19319 K19320 K19321 K19322 K18972 K19211 K18976 K21277 K18782 K18781 K18780 K19099 K19216
M00852	Vibrio cholerae pathogenicity signature, toxin coregulated pilus	K10961 K10920 K10919 K10930 K10931 K10962 K10932 K10963 K10933 K10964 K10965 K10934 K10935 K10966
M00853	ETEC pathogenicity signature, colonization factors	K22850 K22851 K22852 K22853 K22854
M00854	Glycogen biosynthesis, glucose-1P => glycogen/starch	K00963 K00693 K00750 K16150 K16153 K13679 K20812 K00975 K00703 K13679 K20812 K00700 K16149
M00855	Glycogen degradation, glycogen => glucose-6P	K00688 K16153 K01196 K00705 K22451 K02438 K01200 K15779 K01835 K15778
M00856	Salmonella enterica pathogenicity signature, typhoid toxin	K11014 K11023 K19298 K22918
M00857	Salmonella enterica pathogenicity signature, Vi antigen	K22914 K22926 K22925 K22915 K22916 K22917 K22924 K22921 K22923 K22922
M00859	Bacillus anthracis pathogenicity signature, anthrax toxin	K11030 K08645 K11029
M00860	Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis	K22976 K22977 K22980 K07282 K22116 K01932 K22981
M00861	beta-Oxidation, peroxisome, VLCFA	K00232 K12405 K07513 K08764
M00862	beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA	K10214 K12405 K08764
M00866	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	K00677 K02535 K16363 K02536 K03269 K09949 K00748 K00912 K02527 K02517 K09778
M00867	KDO2-lipid A modification pathway	K12977 K03760 K23082 K23083 K23159 K09953
M00868	Heme biosynthesis, animals and fungi, glycine => heme	K00643 K01698 K01749 K01719 K01599 K00228 K00231 K01772
M00872	O-glycan biosynthesis, mannose type (core M3)	K00728 K18207 K09654 K17547 K21031 K19872 K19873 K21052 K21032 K09668
M00873	Fatty acid biosynthesis in mitochondria, animals	K18660 K03955 K00645 K09458 K11539 K13370 K22540 K07512
M00874	Fatty acid biosynthesis in mitochondria, fungi	K11262 K03955 K00645 K09458 K00059 K22541 K07512
M00875	Staphyloferrin B biosynthesis, L-serine => staphyloferrin B	K23371 K21949 K21721 K23372 K23373 K23374 K23375
M00876	Staphyloferrin A biosynthesis, L-ornithine => staphyloferrin A	K21898 K23446 K23447
M00877	Kanosamine biosynthesis, glucose 6-phosphate => kanosamine	K18652 K18653 K18654
M00878	Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA	K01912 K02609 K02610 K02611 K02612 K02613 K15866 K02618 K02615 K01692 K00074
M00879	Arginine succinyltransferase pathway, arginine => glutamate	K00673 K01484 K00840 K06447 K05526
M00880	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	K03639 K03637 K20967 K03635 K21142 K03831 K03638 K03750 K15376
M00881	Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H	K03801 K03644
M00882	Lipoic acid biosynthesis, eukaryotes, octanoyl-ACP => dihydrolipoyl-H	K23735 K03644
M00883	Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2	K23735 K23734 K03644 K10105 K16869
M00884	Lipoic acid biosynthesis, octanoyl-CoA => dihydrolipoyl-E2	K23750 K03644
M00889	Puromycin biosynthesis, ATP => puromycin	K12628 K12629 K12630 K12631 K12632 K12633 K12634 K12635 K12636
M00890	Roseoflavin biosynthesis, FMN => roseoflavin	K22598 K22269
M00891	Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline	K23646 K23647 K21477
M00892	UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc	K00844 K12407 K00845 K01810 K00820 K00621 K01836 K00972
M00893	Lovastatin biosynthesis, malonyl-CoA => lovastatin acid	K20981 K20982 K20985 K20980 K20984 K20983
M00894	Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol	K20503 K20508 K20502 K20501
M00895	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP	K03148 K03154 K03151 K03153 K03149 K10810 K03147 K00941 K00788 K00946
M00896	Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP	K22699 K03147 K00941 K00788 K21220 K21219 K00946
M00897	Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP	K03146 K03147 K14153 K22911 K00949
M00898	Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP	K03146 K18278 K00877 K14154 K00949
M00899	Thiamine salvage pathway, HMP/HET => TMP	K00878 K00941 K00788 K14153 K21219
M00900	Crocin biosynthesis, crocetin => crocin	K21371 K21354
M00901	Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline	K23665 K23666 K23667 K23668
M00902	Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin	K21568 K19650 K21207 K21203 K21205 K21204 K21202
M00903	Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin	K23999 K09459 K12901 K12902 K24000 K12903
M00904	Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C	K22113 K01957 K22114
M00905	Grixazone biosynthesis, aspartate 4-semialdehyde => grixazone B	K18287 K17835 K20204
M00906	Ethynylserine biosynthesis, lysine => ethynylserine	K23669 K23670 K23671 K23672 K23673
M00909	UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc	K00845 K25026 K01810 K13810 K15916 K00820 K03431 K04042
M00910	Phenylalanine biosynthesis, chorismate => arogenate => phenylalanine	K01850 K15849 K05359
M00911	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD	K01497 K14654 K14655 K02858 K00794 K00793 K00861 K00953
M00912	NAD biosynthesis, tryptophan => quinolinate => NAD	K00453 K00463 K01432 K14263 K07130 K00486 K01556 K00452 K00767 K00969 K06210 K01916 K01950
M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	K00606 K00077 K13367 K00128 K01918
M00914	Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA	K00606 K00077 K06982 K09722 K13038 K02201 K09735
M00915	Caffeine degradation, caffeine => xanthine	K21722 K21723 K21724
M00916	Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P	K06215 K08681
M00917	Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol	K01853 K00559 K14423 K23558 K08246 K05917 K00222 K01824 K08242 K14424 K00227 K00213 K09828
M00918	Aerobactin biosynthesis, lysine => aerobactin	K03897 K03896 K03894 K03895
M00919	Ectoine degradation, ectoine => aspartate	K15783 K15784 K15785 K15786
M00921	Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin	K13787 K18686 K22997 K22998
M00922	CMP-Neu5Ac biosynthesis	K24257 K01654 K00983
M00923	UDP-L-FucNAm biosynthesis	K15894 K19068 K24258 K24259
M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	K02302 K02303 K13542 K02304 K24866 K02190 K03795 K22011 K03394 K05934 K13541 K21479 K05936 K02189 K13541 K02188 K05895 K02191 K03399 K00595 K06042 K02224
M00925	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	K02303 K13542 K03394 K13540 K02229 K05934 K13540 K13541 K05936 K02228 K05895 K00595 K06042 K02224 K02230 K09882 K09883
M00926	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	K02492 K01845 K01698 K01749 K01719 K13542 K01599 K00231 K01772 K00435
M00927	Gibberellin A12 biosynthesis, GAPP => GA12	K04120 K04121 K04122 K04123
M00928	Gibberellin A4/A1 biosynthesis, GA12/GA53 => GA4/GA1	K05282 K04124
M00929	Gibberellin A1 biosynthesis, GGPP => GA1	K20657 K21292 K12917 K12918 K12919
M00930	Menaquinone biosynthesis, futalosine pathway	K11782 K18285 K18286 K20810 K11783 K11784 K11785
M00931	Menaquinone biosynthesis, modified futalosine pathway	K11782 K18285 K18284 K11784 K11785
M00932	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	K02552 K02551 K08680 K02549 K14759 K01911 K14760 K01661 K19222 K12073 K23094 K17872 K23095
